PetID,resnet_prob_class_0,resnet_prob_class_1,resnet_prob_class_2,resnet_prob_class_3,resnet_prob_class_4
b32aa8dec,0.03239291,0.34754696,0.27848327,0.18987459,0.15170228
2259cf6f8,0.032639507,0.30651337,0.34494206,0.22116694,0.09473808
88666f74e,0.010204535,0.14924772,0.23955435,0.240034,0.3609594
30764a1fa,0.016512431,0.1679984,0.18825614,0.17461047,0.45262256
a811da408,0.025821293,0.28637424,0.35135666,0.1733199,0.16312793
207c24fd3,0.0072272294,0.109323815,0.19078884,0.24944565,0.44321448
97f683e04,0.030745542,0.3096675,0.34294766,0.24605379,0.07058548
0fc2dc3cb,0.047832202,0.38624418,0.26492,0.19814369,0.102859944
89e43a001,0.052248124,0.33147258,0.2632824,0.19291207,0.16008492
9a3224461,0.0066193445,0.17797205,0.28602225,0.33828026,0.1911061
1adf071b0,0.025995893,0.22043289,0.2699677,0.24149962,0.24210392
8e343f4df,0.006052036,0.088623375,0.2232933,0.21196584,0.4700654
b6c338f94,0.0017215488,0.028457139,0.088890836,0.07654705,0.8043834
1c723cf91,0.009080136,0.15891609,0.37605393,0.19486372,0.26108605
bfcbca117,0.025270812,0.16449435,0.26226103,0.26534107,0.28263277
80aca536a,0.012086681,0.07807093,0.3253635,0.26326355,0.32121536
3d751fe45,0.0021167446,0.03189256,0.08003948,0.07874116,0.8072101
fc96276a7,0.060193483,0.2597738,0.33770764,0.19658817,0.14573693
338ccb571,0.02504875,0.309149,0.27928692,0.16384804,0.2226673
ea3de2587,0.0069782822,0.095996425,0.34690067,0.3544481,0.1956765
86c131c22,0.0060220063,0.08910948,0.18720344,0.29901847,0.4186466
49303270e,0.08084078,0.5337708,0.2339846,0.09076809,0.060635727
009239f92,0.004938449,0.1107966,0.29775804,0.3539395,0.23256738
91b580948,0.025412781,0.23813735,0.25897726,0.1762133,0.3012593
d03356a0e,0.016800603,0.13311356,0.21582542,0.17068423,0.46357617
a0909c2bb,0.047940657,0.19392456,0.23401223,0.23777148,0.28635105
34d387261,0.0316144,0.28983265,0.34376475,0.22965725,0.10513093
42fc9a244,0.026895707,0.2008418,0.40105572,0.23542723,0.13577953
3af14a63c,0.01992267,0.49687737,0.27857482,0.1829496,0.021675458
a5bed2b62,0.017403122,0.2655333,0.36876634,0.25058296,0.097714216
50cbc6c8f,0.027757736,0.133568,0.373971,0.23410034,0.23060295
58132cc85,0.025926301,0.28112674,0.30090484,0.19464883,0.19739327
0ece28cf0,0.011315748,0.14401858,0.2127507,0.15607443,0.47584048
36ad4a880,0.0651286,0.47081903,0.28882405,0.1265878,0.04864054
8f45b9967,0.048599035,0.2944583,0.3147616,0.18365413,0.15852696
b3fb62c05,0.039164864,0.24217181,0.29576972,0.1846307,0.23826286
c7f20f68c,0.0038386893,0.0896817,0.24829018,0.29800773,0.3601817
2ac3ca459,0.018926105,0.17616922,0.21608001,0.21769927,0.37112546
fbc0c9535,0.025749018,0.22646004,0.30136847,0.26527497,0.18114746
e4424b719,0.00992232,0.11233693,0.19263747,0.29877365,0.38632968
6d1c4a5d5,0.059110876,0.5383499,0.20302922,0.13127907,0.06823092
97a020fe8,0.008925751,0.1012773,0.23122461,0.381238,0.27733433
373f757c7,0.044695925,0.2948834,0.23179089,0.22046503,0.20816474
9b721dcaf,0.028285742,0.14049675,0.3365703,0.25381893,0.2408283
d63d5fe8b,0.023260655,0.29609707,0.2936824,0.1683335,0.21862632
d4d6997e3,0.029498586,0.21537252,0.24700366,0.22587411,0.28225112
bec49d8b7,0.03385946,0.21163364,0.20986761,0.24908945,0.29554984
8dfb61116,0.007108153,0.14990976,0.17850275,0.16025624,0.50422305
28ce3c3ea,0.0546152,0.5211581,0.2612462,0.10655688,0.056423653
e0667be3b,0.03525923,0.34356144,0.2758919,0.18361074,0.16167663
d057b97bb,0.045342747,0.28417656,0.28656462,0.1800205,0.20389561
0c9133a83,0.035072144,0.15894802,0.2602625,0.25234884,0.2933684
9809485bb,0.041838635,0.39865142,0.32081327,0.13626744,0.10242929
b80a19455,0.039376657,0.30484143,0.29128104,0.26867017,0.09583065
51f1d14b6,0.03391153,0.28330672,0.26510563,0.21444033,0.20323576
6d75c2ccb,0.022996325,0.2618956,0.2773884,0.22214453,0.2155752
0a30968a3,0.0019675686,0.30434898,0.3165763,0.16630822,0.21079893
d05933e84,0.03504304,0.13954629,0.33907083,0.30778676,0.1785531
80c134db8,0.04961807,0.35156733,0.28277883,0.20019746,0.11583833
c4e1afd9e,0.04854468,0.38668954,0.31070372,0.15862687,0.09543516
dffc5cef6,0.033195034,0.3169044,0.33860466,0.24684757,0.06444839
2d880df4f,0.0673088,0.19433297,0.20656675,0.20667459,0.32511684
9eb98f34c,0.012403041,0.1691865,0.4233529,0.26891324,0.12614433
6878a6fe0,0.017263899,0.3954264,0.31663382,0.16865204,0.10202383
8f1d6224d,0.016128791,0.09360541,0.25614265,0.28877047,0.3453527
e88aaa263,0.078089565,0.4482399,0.24245304,0.14144664,0.08977083
81ffabdc8,0.02415442,0.41715416,0.27543542,0.10463156,0.17862439
c2c03cb2d,0.0073715416,0.09421089,0.19584745,0.12543423,0.5771358
2416a2da1,0.00038918055,0.015017232,0.03630155,0.06545258,0.88283944
4de32c463,0.05210226,0.48731923,0.28516033,0.10874157,0.06667661
f83695eb0,0.05830949,0.3213307,0.24385966,0.24881756,0.1276825
5bd405bac,0.034862436,0.4594959,0.29833215,0.15624402,0.051065486
5b4caee59,0.005764949,0.1578704,0.4829334,0.25454327,0.09888805
2f6cde44b,0.022510605,0.12718666,0.23982859,0.16314395,0.44733012
465e2ee50,0.06433003,0.36328134,0.21163136,0.20455776,0.15619951
850632538,0.026081836,0.35031474,0.3409999,0.1854285,0.09717499
e6e4a6f37,0.02611804,0.16233101,0.37603074,0.2725393,0.16298097
bfe061b7e,0.033938333,0.3252841,0.25741002,0.18132947,0.2020381
40d175d61,0.018230574,0.16074656,0.22485644,0.18920518,0.40696126
e79dc4f9d,0.028816385,0.20435302,0.3263777,0.20274873,0.23770416
245bd5ca0,0.016670031,0.16497216,0.26883057,0.2605641,0.2889631
bd54c995a,0.014021675,0.12627459,0.19447525,0.33121955,0.334009
1dcd8bc8a,0.020639127,0.26999208,0.27373686,0.26318032,0.17245162
37d88b689,0.013169914,0.10936677,0.20776017,0.24425723,0.42544594
f500d6361,0.020637428,0.22098865,0.378785,0.23228692,0.14730199
248590a63,0.05909059,0.25311464,0.31042135,0.19674262,0.18063077
c5b5d2650,0.003685518,0.038259238,0.084670365,0.1290204,0.7443645
bf5d1a04c,0.0778213,0.3685742,0.28955323,0.18447691,0.07957437
5d02f91fc,0.017747656,0.19813071,0.44051206,0.24257906,0.101030506
b744f152f,0.017855726,0.2066513,0.24076349,0.14484614,0.38988334
b31045c50,0.019310595,0.24384311,0.204963,0.23624308,0.29564023
f52510492,0.010704819,0.14769563,0.24858335,0.3420514,0.25096476
881a77dfb,0.013957473,0.08965182,0.291928,0.19779028,0.4066725
ef4059fae,0.022983875,0.092945054,0.42930755,0.33875468,0.11600879
9e25c09b2,0.019264644,0.24522991,0.21757956,0.30519766,0.21272823
2fb22dd88,0.018747797,0.24521907,0.29501343,0.32334486,0.11767492
19d68bcc8,0.05944978,0.382239,0.30399963,0.1450508,0.10926076
36f3f7027,0.041450396,0.43094623,0.2536761,0.12840083,0.1455265
28cc87730,0.008098525,0.076100424,0.30260777,0.3186077,0.29458553
7494b6aa9,0.058055013,0.3579083,0.28607672,0.17489494,0.12306498
59a3ee7ff,0.00879764,0.22981104,0.32660112,0.3040087,0.1307815
0f80c9dc5,0.055185292,0.39557472,0.3067204,0.13678871,0.10573086
bb9e47b4a,0.017360756,0.24894372,0.35046223,0.23170362,0.15152964
998488372,0.022472879,0.19980994,0.26924115,0.26254758,0.24592842
959064f3c,0.06217557,0.37157944,0.3402611,0.15219581,0.07378806
db77fdb46,0.006750417,0.035704307,0.095891885,0.136021,0.7256323
44598cf69,0.061060365,0.30737653,0.22346702,0.2080442,0.20005189
4cc05c35d,0.02358549,0.1493859,0.2877158,0.3252358,0.21407697
53561f52b,0.009209959,0.08546389,0.17169517,0.14004743,0.5935835
2774ef93f,0.025657421,0.29734474,0.27668348,0.1749873,0.22532701
4e991c023,0.082022466,0.22460814,0.31879807,0.19509736,0.17947398
bb2c896c5,0.061648816,0.35100874,0.29542428,0.16101359,0.13090453
0de6709ab,0.0034031551,0.03676071,0.09476651,0.14659628,0.7184733
546957a8b,0.02967358,0.18924917,0.21190399,0.35969228,0.20948096
7e0f474bc,0.037603892,0.35492247,0.27363703,0.17347103,0.16036558
79fd13ffd,0.027630964,0.17133252,0.26601264,0.22919823,0.3058257
f90762cef,0.09277363,0.27420887,0.26406094,0.19468626,0.1742703
c9cc0915c,0.019847525,0.2787582,0.3047875,0.20923208,0.1873747
7942b62ef,0.059508327,0.4224431,0.2988091,0.14771284,0.071526594
d6ad64584,0.044902008,0.21975702,0.30303392,0.2584417,0.17386533
eb30d51aa,0.004714586,0.18149267,0.35793144,0.26363972,0.1922216
6fcee4bee,0.02370671,0.19548452,0.28436324,0.32884768,0.16759792
bd263a880,0.0035001847,0.26059294,0.42307997,0.21619605,0.09663087
cbefe3979,0.015479285,0.28520772,0.4178851,0.22045653,0.060971364
66b978701,0.02544519,0.31303835,0.30517614,0.23145887,0.124881454
0f1a3ce5a,0.007964822,0.1368611,0.4592768,0.27844653,0.11745082
fb9390214,0.026094489,0.1677177,0.24233596,0.2055113,0.3583405
6c551fd9b,0.0061745546,0.27806753,0.27919197,0.22650926,0.21005669
7ceeeb9f2,0.09969245,0.52483094,0.23130743,0.094252996,0.049916156
86379f12f,0.058396097,0.32601833,0.27774465,0.20326893,0.13457198
a22ddc666,0.0033854558,0.19142668,0.45007986,0.22526902,0.12983894
3bab1eacd,0.0064682616,0.12594286,0.29678676,0.20922737,0.36157474
5f79b840f,0.0010132103,0.025016062,0.08694934,0.14732806,0.7396934
4b0b7dd2f,0.019753793,0.22803916,0.25000265,0.18015397,0.32205042
d768c4324,0.045858555,0.17698352,0.29234725,0.21900906,0.26580158
fbae7b0d5,0.008977494,0.31011286,0.36121866,0.2596189,0.060072064
27e8956dc,0.0437729,0.20959489,0.35418463,0.2285156,0.16393198
99a9c9a23,0.014478105,0.1631278,0.3634731,0.25517002,0.20375098
ff065ec7b,0.00946426,0.078452855,0.2200142,0.15913914,0.53292954
a528683b3,0.0031688164,0.03877153,0.27096176,0.20190029,0.48519757
2d2f6b042,0.0478395,0.28551582,0.21653523,0.20732133,0.24278806
3750b5365,0.057012554,0.3966991,0.27947304,0.14366537,0.12314995
4a02b467d,0.032729693,0.5974258,0.23660316,0.092483155,0.040758066
d353b436f,0.00084104406,0.05162035,0.06894007,0.06317216,0.8154264
3485ea1db,0.006220564,0.078191824,0.114328206,0.13070816,0.6705513
1ddc14ad6,0.0636557,0.5298648,0.21897852,0.13224284,0.055258207
8ff3ff516,0.08748121,0.24687679,0.30829698,0.1574375,0.19990747
0510d2767,0.018636102,0.26622903,0.20426472,0.14899577,0.3618744
1253241be,0.001207011,0.15350208,0.22067165,0.3912835,0.23333576
4bef58278,0.0071586175,0.1633259,0.3738578,0.23768602,0.21797167
9e6da2bb1,0.047323104,0.24407578,0.22596285,0.2073076,0.27533063
de0f96a50,0.08876658,0.46352088,0.2898257,0.10599808,0.05188877
8f3392f18,0.028383981,0.2711675,0.28809422,0.17034176,0.24201259
01e4020da,0.0049238345,0.099969536,0.18893132,0.21105422,0.49512115
d2d37c3c3,0.03692688,0.30202666,0.2567112,0.15792452,0.24641077
08f54d056,0.012457454,0.15931135,0.24080709,0.2966765,0.29074758
8722dfeed,0.0355439,0.42304754,0.2886322,0.13998911,0.11278727
ff1613693,0.03959301,0.25613496,0.1767658,0.24090473,0.28660148
8da3d6fc5,0.035663925,0.37503824,0.2183558,0.19917469,0.17176732
64ea61ea7,0.023426246,0.31938803,0.30885848,0.16871162,0.17961559
68046ca33,0.0103584705,0.08781135,0.21120982,0.2806899,0.4099305
d765ae877,0.020251093,0.1757607,0.25664875,0.24417606,0.30316338
5ccf203a3,0.032997977,0.12744813,0.28074124,0.23694661,0.32186604
0f544b558,0.032328404,0.5726995,0.20457782,0.11832484,0.07206943
7f434b444,0.03601385,0.4579636,0.3159747,0.121734925,0.06831296
1c28dc555,0.0042724484,0.06839065,0.14565846,0.22665875,0.5550197
b663299dc,0.005607196,0.25644624,0.2886727,0.19689015,0.25238374
f56c9eb67,0.013329337,0.2207516,0.35562226,0.2231708,0.18712604
f98e4f7b6,0.0190672,0.27560344,0.29504037,0.2185734,0.19171555
dd5d07137,0.00033239395,0.018791277,0.06628704,0.108893715,0.80569565
c160e581a,0.034504227,0.13685139,0.3075669,0.3456399,0.17543757
8f1bdc253,0.033065107,0.29448545,0.31729388,0.26980215,0.08535338
bcf13ec9d,0.072349146,0.3889348,0.2508066,0.14289321,0.14501616
165e76ebb,0.014588774,0.22045353,0.36130545,0.24468069,0.15897152
63a1fb887,0.06375868,0.25414458,0.18670927,0.12850577,0.3668817
470fba174,0.022595348,0.36624297,0.33132678,0.20732221,0.07251264
3ce3f6acc,0.08094357,0.35531303,0.28473267,0.16570139,0.11330929
35203bd2a,0.05778096,0.26980802,0.2983803,0.15862694,0.21540377
a927d96ba,0.017368913,0.09962175,0.3012865,0.2520405,0.32968226
a04c35bc6,0.041762196,0.4871707,0.23286729,0.16444074,0.07375913
efda64fa5,0.005275959,0.05807783,0.25010788,0.35519692,0.3313414
ef86c51b2,0.017608274,0.19541946,0.3072297,0.31732664,0.16241595
44930f85a,0.010480609,0.2530578,0.33848876,0.2962774,0.10169541
015770429,0.004777841,0.1704424,0.38063273,0.2816494,0.16249768
0e736f310,0.0021079648,0.09886107,0.11316123,0.12869158,0.6571782
0caa3437b,0.060158502,0.37936586,0.25926852,0.17068514,0.13052198
1a4c20f98,0.051948234,0.32552072,0.27047992,0.16022432,0.19182679
bf42a225d,0.03557336,0.24070969,0.36367902,0.2159597,0.14407824
c5c51218f,0.04652535,0.5028228,0.29212356,0.123073146,0.035455145
564356241,0.002606337,0.070265785,0.10761981,0.12624979,0.69325835
e01f077a7,0.0032026854,0.055729482,0.12952228,0.23258668,0.57895887
f3ac0a96b,0.012970028,0.22928192,0.15676469,0.19281963,0.4081637
475564ad6,0.033613186,0.15883625,0.26155263,0.243322,0.3026759
33c73d9ad,0.022514353,0.15250127,0.2780828,0.16864271,0.3782589
3c1370c6a,0.06441053,0.32990307,0.3007618,0.15276065,0.15216401
df6f884c0,0.0034416872,0.11519914,0.29353395,0.19168426,0.39614087
9f1ba804c,0.004415096,0.5100788,0.30589804,0.16174509,0.01786298
3ecdd4122,0.017575262,0.14730804,0.25606224,0.16016181,0.41889262
fa3df8921,0.010003157,0.2573405,0.35358456,0.31150287,0.067568876
a80687cf1,0.064258374,0.22418202,0.27474537,0.17665736,0.26015684
fcfae453e,0.019174745,0.18283685,0.30216578,0.29808578,0.1977368
2af9db4dc,0.08448756,0.2582648,0.31443453,0.18133274,0.16148035
df3756483,0.027950142,0.31307623,0.27728742,0.1841232,0.19756298
a6e2258f0,0.0144376205,0.20060134,0.26466468,0.18035302,0.33994338
277e3979a,0.02713451,0.481673,0.2792309,0.16715379,0.044807803
d4c6c89ab,0.026044903,0.13869153,0.2687661,0.34153578,0.22496162
b9e604ca1,0.032625604,0.32197833,0.25097647,0.24882497,0.14559467
81896d22b,0.023744939,0.19703415,0.18223222,0.21068855,0.38630018
331a745e8,0.020045405,0.23119786,0.39233693,0.20289643,0.15352331
d17892c89,0.018454911,0.18576466,0.47855437,0.17173806,0.14548804
ec0fd1a7e,0.04515777,0.38688344,0.30973786,0.17644018,0.08178074
d2ba9bbf1,0.011444303,0.102980554,0.30479106,0.2148061,0.365978
d2490c888,0.020623952,0.15120691,0.33475944,0.18419018,0.30921948
7a40628fd,0.029136173,0.3809061,0.34540004,0.13157348,0.11298415
6276a846c,0.022684412,0.16626185,0.2590166,0.24786282,0.30417433
c960bb1bd,0.02795826,0.16621783,0.19404057,0.15820676,0.45357653
34cedf9bb,0.10986496,0.43660694,0.28259832,0.118542545,0.052387185
f29dc8be2,0.05499597,0.26029783,0.28840882,0.15628445,0.24001291
3fbc3fa12,0.019132698,0.19643573,0.29750594,0.3370896,0.14983611
a7cd5b749,0.050640486,0.33365998,0.3229497,0.19721192,0.09553787
639fed947,0.042210877,0.5166335,0.2687698,0.13636005,0.036025804
1dbcdd322,0.084283516,0.29830116,0.23978749,0.21566324,0.16196458
c29059110,0.019688962,0.08520865,0.32451844,0.24740261,0.3231813
9cfe96818,0.031176418,0.31295547,0.31922054,0.23606457,0.100583054
4463622c8,0.07711158,0.3530067,0.32396406,0.1282325,0.117685154
7bce76c66,0.07130552,0.4963625,0.2394418,0.14389393,0.048996147
68eacf03e,0.032102924,0.2415529,0.32414138,0.17143111,0.23077168
2e3bec724,0.015741585,0.35516423,0.22994255,0.25800425,0.14114733
93eb14f37,0.009884608,0.18449742,0.43241167,0.26137742,0.11182887
fa6c44396,0.026211722,0.4256005,0.2585713,0.14790466,0.1417118
058f21441,0.019844193,0.23843472,0.36110428,0.21551265,0.16510418
7ee058c3d,0.08774432,0.39253765,0.24914388,0.16232485,0.1082493
35e96ea98,0.07710775,0.27932808,0.3399669,0.17773905,0.12585823
681a6f552,0.011133414,0.21774183,0.42699477,0.25354108,0.09058881
89d8b797c,0.020387305,0.4596022,0.28472018,0.12737885,0.107911445
521320b95,0.02227371,0.26426852,0.2545323,0.25314113,0.20578432
dc39b80f6,0.024719333,0.29488134,0.30157185,0.13718319,0.24164428
9b4dad348,0.061750256,0.31030047,0.37526244,0.13326274,0.11942411
357707ba7,0.003594488,0.069118924,0.20419252,0.23794301,0.4851511
dc88ebe46,0.06536177,0.35874727,0.21437277,0.25817266,0.10334557
258fe3053,0.027797565,0.24757978,0.2962209,0.2218938,0.20650795
26c3a9079,0.05540002,0.35649604,0.31487104,0.19194457,0.08128833
99b263dea,0.03014638,0.30919385,0.32674664,0.20498194,0.1289312
45dba413a,0.019596417,0.33222368,0.27053535,0.18499346,0.19265114
97b32f734,0.02088159,0.24431556,0.3570651,0.27975965,0.09797809
bc4f18ced,0.007882427,0.08465236,0.1620551,0.107464224,0.6379459
f0ebfa37d,0.014340027,0.11561146,0.19452757,0.23617515,0.4393458
4c1a9d86f,0.052521344,0.31691372,0.3345667,0.14405401,0.1519442
7d0aedfb3,0.040401634,0.29480368,0.21810259,0.24200161,0.20469052
9a447e958,0.03823711,0.20408477,0.27513203,0.21171127,0.2708348
91d7bd3d7,0.028035952,0.5791617,0.18470451,0.12177206,0.08632576
481a37c0f,0.06623913,0.34037933,0.31907573,0.17165744,0.10264828
8cebbeec1,0.042066477,0.26088986,0.2583429,0.1984611,0.24023962
125edf869,0.012072261,0.24586214,0.3209131,0.17410597,0.24704653
e2204552c,0.057061087,0.33571863,0.29073372,0.16909598,0.14739063
d4e9f53c9,0.055003025,0.19024932,0.33060852,0.21213545,0.21200371
a972114e1,0.007057189,0.100891896,0.110655285,0.10146911,0.6799265
081c2daa0,0.0020656593,0.12660174,0.5136469,0.24970406,0.107981674
871ca78ab,0.033451054,0.24586423,0.28344518,0.29698783,0.14025171
4f94e2b5a,0.008023461,0.10362834,0.24098285,0.31249174,0.33487362
24fd7c8d8,0.115070246,0.3124222,0.25932106,0.18966,0.12352648
deff069a2,0.009598566,0.16856663,0.26996958,0.23023345,0.32163176
22f6c0ac6,0.052165683,0.4001247,0.29128462,0.17229764,0.084127374
f13ba84ac,0.02912544,0.33900115,0.330066,0.14303364,0.15877376
66faa15c8,0.072286494,0.33541828,0.3526522,0.1442937,0.0953493
c69315120,0.026271261,0.13577631,0.23866266,0.1844843,0.41480547
22d381889,0.033228286,0.2249122,0.39583078,0.2846651,0.061363637
a88845c74,0.006364016,0.23503424,0.44982508,0.23570466,0.073071994
9b90faeb5,0.026930707,0.26706034,0.32221094,0.13869089,0.2451071
6d24fab68,0.012137712,0.13310125,0.3099467,0.17690246,0.3679119
4ae292968,0.05151676,0.2995532,0.20283855,0.16140656,0.28468493
69f986aaf,0.016736012,0.072802015,0.32290736,0.39707145,0.19048324
1f3e595eb,0.019891763,0.21008672,0.46610498,0.24848549,0.05543101
dd3c902ae,0.01486572,0.1966906,0.42041963,0.24859792,0.11942606
53cfa1a3c,0.028518911,0.30135444,0.22433044,0.19969077,0.24610545
3c5a98448,0.03404248,0.19339468,0.33651766,0.29773977,0.13830535
ccf8c71f6,0.041098982,0.23350781,0.286609,0.23249781,0.20628639
93f758039,0.03918305,0.39532712,0.28493014,0.18320303,0.09735669
7aa0bcef5,0.010957376,0.20295203,0.2252233,0.1623747,0.39849257
d6243bdf8,0.02652744,0.23786052,0.38067332,0.21256192,0.14237678
06db81e31,0.0014620132,0.047583923,0.18424457,0.17963652,0.5870729
ac1b33d79,0.05435229,0.30092695,0.30582657,0.18746667,0.15142757
f3abe5d8c,0.02494216,0.25162604,0.36087424,0.28292853,0.07962903
